2024-06-29 15:00:27 0 [Note] Starting MariaDB 10.4.28-MariaDB source revision c8f2e9a5c0ac5905f28b050b7df5a9ffd914b7e7 as process 21484
2024-06-29 15:00:27 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2024-06-29 15:00:27 0 [Note] InnoDB: Uses event mutexes
2024-06-29 15:00:27 0 [Note] InnoDB: Compressed tables use zlib 1.2.12
2024-06-29 15:00:27 0 [Note] InnoDB: Number of pools: 1
2024-06-29 15:00:27 0 [Note] InnoDB: Using SSE2 crc32 instructions
2024-06-29 15:00:27 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=49] with future log sequence number 663907
2024-06-29 15:00:27 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=348] with future log sequence number 663907
2024-06-29 15:00:27 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=195] with future log sequence number 672512
2024-06-29 15:00:27 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=4] with future log sequence number 672652
2024-06-29 15:00:27 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=320] with future log sequence number 672512
2024-06-29 15:00:27 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=194] with future log sequence number 670375
2024-06-29 15:00:27 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=1, page number=3] with future log sequence number 672532
2024-06-29 15:00:27 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=412] with future log sequence number 670375
2024-06-29 15:00:27 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=193] with future log sequence number 669964
2024-06-29 15:00:27 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=453, page number=4] with future log sequence number 669888
2024-06-29 15:00:27 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=453, page number=3] with future log sequence number 669985
2024-06-29 15:00:27 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=446] with future log sequence number 669964
2024-06-29 15:00:27 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 556818 is in the future! Current system log sequence number 300306.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Page [page id: space=0, page number=2] log sequence number 28224887 is in the future! Current system log sequence number 300306.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Page [page id: space=0, page number=4] log sequence number 28479195 is in the future! Current system log sequence number 300306.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 26606425 is in the future! Current system log sequence number 300306.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Page [page id: space=0, page number=399] log sequence number 26606425 is in the future! Current system log sequence number 300306.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 663712 is in the future! Current system log sequence number 300306.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Page [page id: space=0, page number=421] log sequence number 663712 is in the future! Current system log sequence number 300306.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 663751 is in the future! Current system log sequence number 300306.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Page [page id: space=0, page number=340] log sequence number 663751 is in the future! Current system log sequence number 300306.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 663790 is in the future! Current system log sequence number 300306.
2024-06-29 15:00:27 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
